,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Hoods,Business Corridor,Business Location,UniqueID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,Start_Year,Start_Date
3165,1184493-04-181,1086098,What The Cluck Inc.,What The Cluck,1782 Haight St,San Francisco,CA,94117,04/09/2018,,04/09/2018,,1782 Haight St,San Francisco,94117,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",5.0,Haight Ashbury,,POINT (-122.451546 37.769447),1184493-04-181-1086098-7220-7229-04-09-2018,25.0,7.0,11.0,3.0,25.0,2018,2018-04-09
3166,1184750-04-181,1086212,"Van Ness Hayes Associates, Llc",150 Van Ness,150 Van Ness Ave,San Francisco,CA,94102,04/09/2018,,04/09/2018,,235 Montgomery St Fl 27,San Francisco,94104,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,H56,Swimming Pools (Year-Round),6.0,Tenderloin,,POINT (-122.419495 37.776855),1184750-04-181-1086212-5300-5399-04-09-2018,21.0,4.0,10.0,36.0,21.0,2018,2018-04-09
3169,1185336-04-181,1086465,Noe Valley Retail Inc,Castro Liquor & Wine,2416 Market St,San Francisco,CA,94114,10/02/2018,,10/02/2018,,1916 Oak Crest Dr,Roseville,95661,CA,4400-4599,Retail Trade,False,False,H07 H31 H73,Multiple,8.0,Castro/Upper Market,,POINT (-122.43545 37.762585),1185336-04-181-1086465-4400-4599-10-02-2018,38.0,3.0,5.0,5.0,38.0,2018,2018-10-02
3170,1195127-07-181,1086533,"30 Pt Trust, Opportunity Partners Llc, Trustee",Irrigation Well,30 Presidio Terr,San Francisco,CA,94118,04/11/2018,,06/04/2018,,1141 Owsley Ave Ste A,San Jose,95122,CA,,,False,False,H58,Wells And Well Water,2.0,Inner Richmond,,POINT (-122.4602 37.788235),1195127-07-181-1086533--06-04-2018,4.0,8.0,6.0,11.0,4.0,2018,2018-06-04
3171,1213514-02-191,1086541,Infinilush Company Limited,Coco Fresh Tea & Juice,652 Market St,San Francisco,CA,94104,04/19/2018,,02/20/2019,,652 Market St Bldg,San Francisco,94104,CA,7220-7229,Food Services,False,False,H26,"Restaurant Greater Than 2,000 Sqft",3.0,Financial District/South Beach,,POINT (-122.40277 37.788265),1213514-02-191-1086541-7220-7229-02-20-2019,19.0,6.0,3.0,8.0,19.0,2019,2019-02-20
3172,1185869-04-181,1086711,Harvest Wheatfield Bakery Inc.,Harvest Wheatfield Bakery,431 Clement St,San Francisco,CA,94118,04/23/2018,,04/23/2018,,431 Clement St,San Francisco,94118,CA,4400-4599,Retail Trade,False,False,H88,Retail Bakeries With Food Prep,1.0,Inner Richmond,,POINT (-122.46372 37.782944),1185869-04-181-1086711-4400-4599-04-23-2018,5.0,8.0,4.0,11.0,5.0,2018,2018-04-23
3173,1186844-05-181,1086740,Aramex Restaurant Inc.,Aramex,2020 Mission St,San Francisco,CA,94110,04/24/2018,,04/24/2018,,2023 Mission St,San Francisco,94110,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",9.0,Mission,,POINT (-122.41966 37.764664),1186844-05-181-1086740-7220-7229-04-24-2018,53.0,3.0,2.0,20.0,53.0,2018,2018-04-24
3174,1288266-10-211,1019703,580 Sutter Street Lp,Pacific Cocktail Haven,550 Sutter St,San Francisco,CA,94102,10/12/2015,,10/01/2021,,550 Sutter St,San Francisco,94102,CA,7220-7229,Food Services,False,False,D04,Places Of Public Assembly & Open-Air Assembly,3.0,Nob Hill,,POINT (-122.40944 37.789146),1288266-10-211-1019703-7220-7229-10-01-2021,19.0,6.0,3.0,21.0,19.0,2021,2021-10-01
3175,1282276-07-211,1075178,Purely Mediterranean Inc.,Mediterranean Aroma,900 16th St,San Francisco,CA,94107,08/24/2017,,07/14/2021,,900 16th St,San Francisco,94107,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",10.0,Mission Bay,,POINT (-122.39518 37.766563),1282276-07-211-1075178-7220-7229-07-14-2021,33.0,1.0,9.0,4.0,33.0,2021,2021-07-14
3183,1226685-07-191,1086800,Apizza Corp,Apizza - Fillmore,2043 Fillmore St,San Francisco,CA,94115,04/25/2018,,07/01/2019,,2325 Pine St,San Francisco,94115,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",2.0,Pacific Heights,,POINT (-122.43377 37.78837),1226685-07-191-1086800-7220-7229-07-01-2019,103.0,4.0,6.0,30.0,103.0,2019,2019-07-01
3191,1186697-05-181,1087070,"Quiet Time, Llc","Alembic, Sf",1725 Haight St,San Francisco,CA,94117,04/02/2018,,04/02/2018,,1727 Haight St,San Francisco,94117,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",5.0,Haight Ashbury,,POINT (-122.45104 37.769455),1186697-05-181-1087070-7220-7229-04-02-2018,25.0,7.0,11.0,3.0,25.0,2018,2018-04-02
3192,1187055-05-181,1087225,Melody Sothary Soeurn,Melody Sothary Soeurn,1126 Ingerson Ave,San Francisco,CA,94124,05/01/2018,,05/01/2018,,1126 Ingerson Ave,San Francisco,94124,CA,,,False,False,J02,Body Art Practitioner,10.0,Bayview Hunters Point,,POINT (-122.395256 37.720436),1187055-05-181-1087225--05-01-2018,88.0,2.0,9.0,1.0,88.0,2018,2018-05-01
3202,1188640-05-181,1087824,Anthony Thomas Merritt,Anthony Thomas Merritt,35230 Oak Ln,Shingletown,CA,96088,05/08/2018,05/28/2021,05/08/2018,05/28/2021,,,,,,,False,False,J02,Body Art Practitioner,,,,POINT (-121.73908 40.503857),1188640-05-181-1087824--05-08-2018,,,,,,2018,2018-05-08
3215,1190917-06-181,1088281,Goood Fortune Llc.,Snow Garden Express,716 Grant Ave,San Francisco,CA,94108,05/24/2018,,06/01/2018,,700 Grant Ave,San Francisco,94108,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",3.0,Chinatown,,POINT (-122.40614 37.79363),1190917-06-181-1088281-7220-7229-06-01-2018,104.0,6.0,3.0,6.0,104.0,2018,2018-06-01
3216,1190745-06-181,1088603,Mary Ma-Li Tam,Kwong Sang Lung Company,941 Grant Ave,San Francisco,CA,94108,04/01/2018,,04/01/2018,,941 Grant Ave,San Francisco,94108,CA,4400-4599,Retail Trade,False,False,H03 Wm18,Multiple,3.0,Chinatown,,POINT (-122.406586 37.795517),1190745-06-181-1088603-4400-4599-04-01-2018,104.0,6.0,3.0,6.0,104.0,2018,2018-04-01
3218,1189932-05-181,1088373,Dumpling Specialist Llc,Dumpling Specialist,1123 Taraval St,San Francisco,CA,94116,05/29/2018,,05/29/2018,,1123 Taraval St,San Francisco,94116,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",4.0,Sunset/Parkside,,POINT (-122.478134 37.742916),1189932-05-181-1088373-7220-7229-05-29-2018,40.0,10.0,7.0,35.0,40.0,2018,2018-05-29
3220,1190066-05-181,1088410,Kkochi Usa Llc,Kkochi Korean Bbq Restaurant,704 Post St,San Francisco,CA,94109,05/30/2018,,05/30/2018,,0000 Undeliverable Mail,San Francisco,99999,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",3.0,Nob Hill,,POINT (-122.41353 37.78767),1190066-05-181-1088410-7220-7229-05-30-2018,50.0,6.0,3.0,21.0,50.0,2018,2018-05-30
3233,1196642-07-181,1090915,Amsterdam Cafe,Amsterdam,930 Geary St,San Francisco,CA,94109,07/31/2018,,07/31/2018,,930 Geary St,San Francisco,94109,CA,4400-4599,Retail Trade,False,False,H24,"Restaurant Less Than 1,000 Sqft",6.0,Tenderloin,,POINT (-122.41864 37.78606),1196642-07-181-1090915-4400-4599-07-31-2018,50.0,4.0,10.0,36.0,50.0,2018,2018-07-31
3241,1199128-08-181,1092037,Kinextus Llc,Kinextus Llc,211 12th St Ground,San Francisco,CA,94103,08/28/2018,,08/28/2018,,680 8th St 231 Ste,San Francisco,94103,CA,4400-4599,Retail Trade,False,False,H72,Medical Cannabis Dispensary,6.0,Mission,,POINT (-122.416695 37.771667),1199128-08-181-1092037-4400-4599-08-28-2018,32.0,1.0,10.0,20.0,32.0,2018,2018-08-28
3280,1200620-09-181,1092677,"Wrc Huntington, Llc",Nob Hill Spa,1075 California St,San Francisco,CA,94108,09/14/2018,,09/14/2018,,1075 California St,San Francisco,94108,CA,7210-7219,Accommodations,False,False,H67,Massage Establishment,3.0,Nob Hill,,POINT (-122.41208 37.79165),1200620-09-181-1092677-7210-7219-09-14-2018,16.0,6.0,3.0,21.0,16.0,2018,2018-09-14
3290,1203621-10-181,1094145,"Golden Pineapple Group, Llc",Holycraft Brewery,787 Broadway St,San Francisco,CA,94133,10/23/2018,,10/23/2018,,787 Broadway,San Francisco,94133,CA,7220-7229,Food Services,False,False,H86,Bars/taverns W/o Food Prep,3.0,Chinatown,,POINT (-122.41002 37.797424),1203621-10-181-1094145-7220-7229-10-23-2018,104.0,6.0,3.0,6.0,104.0,2018,2018-10-23
3304,1208984-01-191,1096532,Sung Huynh,Pho 2000,637 Larkin St,San Francisco,CA,94109,01/05/2019,,01/05/2019,,637 Larkin St,San Francisco,94109,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",6.0,Tenderloin,,POINT (-122.41768 37.783894),1208984-01-191-1096532-7220-7229-01-05-2019,20.0,5.0,10.0,36.0,20.0,2019,2019-01-05
3318,1212269-02-191,1097987,Hr Towing Inc,Hr Towing Inc,1536 Yosemite Ave,San Francisco,CA,94124,01/01/2019,,01/01/2019,,1536 Yosemite Ave,San Francisco,94124,CA,4800-4999,Transportation and Warehousing,False,False,P51,Tow Car Owner,10.0,Bayview Hunters Point,,POINT (-122.390495 37.726215),1212269-02-191-1097987-4800-4999-01-01-2019,86.0,2.0,9.0,1.0,86.0,2019,2019-01-01
3323,1213085-02-191,1098343,Suzu Sf Llc,Suzu Sf,1581 Webster St Ste 105,San Francisco,CA,94115,02/15/2019,,02/15/2019,,1581 Webster St 105 Ste,San Francisco,94115,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",5.0,Japantown,,POINT (-122.43145 37.78517),1213085-02-191-1098343-7220-7229-02-15-2019,101.0,4.0,11.0,15.0,101.0,2019,2019-02-15
3339,1259963-09-201,1117455,Besse Food Llc,Po'boys Kitchen,317 Connecticut Street,San Francisco,CA,94107,08/27/2020,,09/14/2020,,317 Connecticut,San Francisco,94107,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",10.0,Potrero Hill,,POINT (-122.39744 37.762253),1259963-09-201-1117455-7220-7229-09-14-2020,54.0,2.0,9.0,26.0,54.0,2020,2020-09-14
3364,1214893-03-191,1099114,"Awroof!, Llc",Dog Day Afternoons,2261 Market St Ste 188,San Francisco,CA,94114,02/06/2019,,02/06/2019,,2261 Market St 188 Ste,San Francisco,94114,CA,,,False,False,C02,Commercial Dog Walker - Owner,8.0,Castro/Upper Market,,POINT (-122.43218 37.7648),1214893-03-191-1099114--02-06-2019,38.0,3.0,5.0,5.0,38.0,2019,2019-02-06
3379,1238667-11-191,1041186,"Ellation, Inc.","Ellation, Llc",430 Bush St,San Francisco,CA,94108,08/03/2016,,11/15/2019,,25 Madison Ave Bsmt 26,New York,10010,NY,5100-5199,Information,False,False,D04,Places Of Public Assembly & Open-Air Assembly,3.0,Financial District/South Beach,,POINT (-122.40459 37.790718),1238667-11-191-1041186-5100-5199-11-15-2019,104.0,6.0,3.0,8.0,104.0,2019,2019-11-15
3386,1216336-03-191,1099715,Adam Madison Llc,Square Pie Guys,1077 Mission St Bldg,San Francisco,CA,94103,03/18/2019,,03/18/2019,,1463 34th St,Oakland,94608,CA,7220-7229,Food Services,False,False,H26,"Restaurant Greater Than 2,000 Sqft",6.0,South of Market,,POINT (-122.41037 37.77962),1216336-03-191-1099715-7220-7229-03-18-2019,32.0,1.0,10.0,34.0,32.0,2019,2019-03-18
3387,1216782-03-191,1099919,U Dessert Story Corp.,U :Dessert Story,2120 Greenwich St,San Francisco,CA,94123,03/20/2019,,03/20/2019,,1521 Eddy St,San Francisco,94115,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",2.0,Marina,,POINT (-122.43463 37.799137),1216782-03-191-1099919-7220-7229-03-20-2019,15.0,4.0,6.0,13.0,15.0,2019,2019-03-20
3388,1218444-04-191,1100319,Sabah Shoes Llc,Sabah House San Francisco,663 Haight Street,San Francisco,CA,94117,04/01/2019,,04/01/2019,,49 Bleecker St 301 Unit,New York,10012,NY,4400-4599,Retail Trade,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",5.0,Haight Ashbury,,POINT (-122.4331 37.771744),1218444-04-191-1100319-4400-4599-04-01-2019,26.0,4.0,11.0,3.0,26.0,2019,2019-04-01
3389,1218042-04-191,1100440,Tara Murphy,Tara Murphy,3029 Market St,San Francisco,CA,94114,04/06/2019,,04/06/2019,,3029 Market St Market St,San Francisco,94114,CA,7210-7219,Accommodations,False,True,H59,Certified/cross Connection Tester,8.0,Castro/Upper Market,,POINT (-122.4418 37.761),1218042-04-191-1100440-7210-7219-04-06-2019,115.0,3.0,5.0,5.0,115.0,2019,2019-04-06
3390,1222558-05-191,1100508,Jessy Manuel,Halenia,2948 Folsom St,San Francisco,CA,94110,04/08/2019,,05/21/2019,,1330 Valencia St C Apt,San Francisco,94110,CA,7220-7229,Food Services,False,False,H74,Caterer,9.0,Mission,,POINT (-122.41389 37.750114),1222558-05-191-1100508-7220-7229-05-21-2019,53.0,3.0,2.0,20.0,53.0,2019,2019-05-21
3392,1218580-04-191,1100668,Kinney Hotel Llc,Kinney Hotel,410 Eddy Street,San Francisco,CA,94109,04/12/2019,,04/12/2019,,410 Eddy St,San Francisco,94109,CA,7210-7219,Accommodations,False,True,Hhh,,6.0,Tenderloin,,POINT (-122.414505 37.78372),1218580-04-191-1100668-7210-7219-04-12-2019,20.0,5.0,10.0,36.0,20.0,2019,2019-04-12
3438,1220410-05-191,1100899,Khallil Sidiq,Flatbread Queen,2425 Geary Blvd,San Francisco,CA,94115,01/01/2019,,05/01/2019,01/01/2020,135 Mason Cir G Ste,Concord,94520,CA,4400-4599,Retail Trade,False,False,H34,Caterer Retail Food Vehicles,2.0,Lone Mountain/USF,,POINT (-122.443214 37.78273),1220410-05-191-1100899-4400-4599-05-01-2019,13.0,8.0,6.0,18.0,13.0,2019,2019-05-01
3449,1219304-04-191,1100967,Blue House Cafe Sf,Blue House Cafe Sf,302 Randolph St,San Francisco,CA,94132,04/01/2019,,04/01/2019,,302 Randolph St,San Francisco,94132,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",11.0,Oceanview/Merced/Ingleside,,POINT (-122.46542 37.714314),1219304-04-191-1100967-7220-7229-04-01-2019,65.0,10.0,1.0,24.0,65.0,2019,2019-04-01
3503,1221087-05-191,1101706,Jose Vazquez,Jose Vazquez,79 Belvedere St #17,San Rafael,CA,94901,03/11/2019,,03/11/2019,,79 Belvedere St 17 Ste,San Rafael,94901,CA,,,False,False,H59,Certified/cross Connection Tester,5.0,Haight Ashbury,,POINT (-122.44954 37.768967),1221087-05-191-1101706--03-11-2019,25.0,7.0,11.0,3.0,25.0,2019,2019-03-11
3518,1221397-05-191,1101816,Ye Min Kyaw,Asia Chinese Food,350 Bay St.,San Francisco,CA,94133,05/01/2019,,05/01/2019,,350 Bay St 5 Ste,San Francisco,94133,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",3.0,North Beach,,POINT (-122.412796 37.805748),1221397-05-191-1101816-7220-7229-05-01-2019,99.0,6.0,3.0,23.0,99.0,2019,2019-05-01
3550,1253930-06-201,1102935,Panicha Inc Dba Schilling&co.,Panicha Inc. / Dba Schilling & Co.,1661 Tennessee St 2k,San Francisco,CA,94107,05/15/2019,,01/01/2020,,1661 Tennessee St 2k Unit,San Francisco,94107,CA,7220-7229,Food Services,False,False,H30,Catering Facility,10.0,Bayview Hunters Point,,POINT (-122.38852 37.750732),1253930-06-201-1102935-7220-7229-01-01-2020,56.0,2.0,9.0,1.0,56.0,2020,2020-01-01
3565,1227140-07-191,1103274,Wai Ming Lee,Kaso,184 Burnside Ave,San Francisco,CA,94131,06/18/2019,,07/05/2019,,184 Burnside Ave,San Francisco,94131,CA,3100-3399,Manufacturing,False,False,H98,Cottage Food Kitchen - Tier A (Direct Sales),8.0,West of Twin Peaks,,POINT (-122.43859 37.73367),1227140-07-191-1103274-3100-3399-07-05-2019,95.0,9.0,5.0,41.0,95.0,2019,2019-07-05
3569,1294179-12-211,1130696,Yen's Beauty Now Llc,Yen's Beauty Now,2826 Geary Blvd,San Francisco,CA,94118,12/28/2021,,12/28/2021,,888 Vermont St Unit 402,Oakland,94610,CA,,,False,False,J01,Body Art Establishment,2.0,Presidio Heights,,POINT (-122.449425 37.782303),1294179-12-211-1130696--12-28-2021,11.0,8.0,6.0,31.0,11.0,2021,2021-12-28
3570,1225475-06-191,1103310,Angela Dickens,Barking Good Adventures,1364 25th Ave,San Francisco,CA,94122,06/19/2019,06/06/2022,06/19/2019,06/06/2022,,,,,,,False,False,C02,Commercial Dog Walker - Owner,4.0,Sunset/Parkside,,POINT (-122.48344 37.762093),1225475-06-191-1103310--06-19-2019,39.0,10.0,7.0,35.0,39.0,2019,2019-06-19
3571,1266339-01-211,1120006,Robin's Cafe Llc,Robins Cafe Llc,3153 17th St,San Francisco,CA,94110,11/07/2018,,11/07/2018,,3153 17th St,San Francisco,94110,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",9.0,Mission,,POINT (-122.41644 37.763596),1266339-01-211-1120006-7220-7229-11-07-2018,53.0,3.0,2.0,20.0,53.0,2018,2018-11-07
3584,1250074-04-201,1103515,Vessel Ca Operations Llc,Reef Kitchen #7,3115 Mission St,San Francisco,CA,94110,06/26/2019,,09/10/2019,,233 Peachtree St Ne 2600 Ste,Atlanta,30303,GA,7220-7229,Food Services,False,False,H79,Mobile Food Facility 5,9.0,Bernal Heights,,POINT (-122.41847 37.747715),1250074-04-201-1103515-7220-7229-09-10-2019,83.0,9.0,2.0,2.0,83.0,2019,2019-09-10
3588,1249851-04-201,1103515,Vessel Ca Operations Llc,Reef Kitchen #1,768 Sansome St,San Francisco,CA,94111,06/26/2019,,06/26/2019,,233 Peachtree St Ne 2600 Ste,Atlanta,30303,GA,7220-7229,Food Services,False,False,H79,Mobile Food Facility 5,3.0,Chinatown,,POINT (-122.401955 37.79727),1249851-04-201-1103515-7220-7229-06-26-2019,106.0,6.0,3.0,6.0,106.0,2019,2019-06-26
3590,1250073-04-201,1103515,Vessel Ca Operations Llc,Reef Kitchens #5,116 Townsend St,San Francisco,CA,94107,06/26/2019,,08/28/2019,,233 Peachtree St Ne 2600 Ste,Atlanta,30303,GA,7220-7229,Food Services,False,False,H79,Mobile Food Facility 5,6.0,Financial District/South Beach,,POINT (-122.39085 37.78039),1250073-04-201-1103515-7220-7229-08-28-2019,31.0,1.0,10.0,8.0,31.0,2019,2019-08-28
3627,1249281-03-201,1103515,Vessel Ca Operations Llc,Reef Kitchens #4,2351 Mission St,San Francisco,CA,94110,06/26/2019,,08/19/2019,,233 Peachtree St Ne 2600 Ste,Atlanta,30303,GA,7220-7229,Food Services,False,False,H79,Mobile Food Facility 5,9.0,Mission,,POINT (-122.41909 37.759422),1249281-03-201-1103515-7220-7229-08-19-2019,53.0,3.0,2.0,20.0,53.0,2019,2019-08-19
3634,1226698-07-191,1103750,El Porteno Llc,El Porteno 1 Restaurant,5173 Mission St,San Francisco,CA,94112,07/01/2019,,07/01/2019,,229 Polaris Way,Daly City,94014,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",11.0,Excelsior,,POINT (-122.441376 37.715935),1226698-07-191-1103750-7220-7229-07-01-2019,58.0,9.0,1.0,7.0,58.0,2019,2019-07-01
3711,1270691-03-211,1121828,Shanti Gabriel Seigel,Shanti Gabriel Seigel,841 Columbus Ave,San Francisco,CA,94133,02/25/2021,,02/25/2021,,557 26th,San Francisco,94121,CA,,,False,False,J02,Body Art Practitioner,3.0,Russian Hill,,POINT (-122.41328 37.802402),1270691-03-211-1121828--02-25-2021,107.0,6.0,3.0,32.0,107.0,2021,2021-02-25
3745,1270831-03-211,1121894,Edwin Barahona,Edwin Barahona,4200 California St 111,San Francisco,CA,94118,02/26/2021,,02/26/2021,,4200 California St Ste 111,San Francisco,94118,CA,,,False,False,H59,Certified/cross Connection Tester,2.0,Inner Richmond,,POINT (-122.46256 37.78528),1270831-03-211-1121894--02-26-2021,4.0,8.0,6.0,11.0,4.0,2021,2021-02-26
3772,1235876-10-191,1107476,Dinnovations Sf Llc,Umai Savory Hot Dogs #105,845 Market St Unit Fc8,San Francisco,CA,94103,10/09/2019,,10/10/2019,,3228 Gateland Ct,San Jose,95148,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",6.0,South of Market,,POINT (-122.40681 37.784874),1235876-10-191-1107476-7220-7229-10-10-2019,32.0,5.0,10.0,34.0,32.0,2019,2019-10-10
3817,1177881-02-181,485875,Soma Restaurant Group Inc,Soma Eats 2,121 Spear St St Ste B7,San Francisco,CA,94105,01/06/2014,,02/03/2018,,186 2nd St,San Francisco,94105,CA,7220-7229,Food Services,False,False,D04 H26,Multiple,6.0,Financial District/South Beach,,POINT (-122.39368 37.792267),1177881-02-181-0485875-7220-7229-02-03-2018,108.0,1.0,10.0,8.0,108.0,2018,2018-02-03
3824,1231832-08-191,1105803,Aem&m Holdings Corporation,El Toro,2470 San Bruno Avenue,San Francisco,CA,94134,08/22/2019,,08/22/2019,,5011 Fairfax Ave,Oakland,94601,CA,4400-4599,Retail Trade,False,False,D04 H26 P23,Multiple,9.0,Portola,,POINT (-122.40492 37.73075),1231832-08-191-1105803-4400-4599-08-22-2019,91.0,2.0,2.0,25.0,91.0,2019,2019-08-22
3835,1199779-09-181,1092146,Mansion On Sutter Inc,Mansion On Sutter,1409 Sutter St,San Francisco,CA,94109,12/03/2018,,12/03/2018,,23801 Calabasas Rd Ste 1036,Calabasas,91302,CA,7210-7219,Accommodations,False,True,D04 H26 Hhh,Multiple,2.0,Western Addition,,POINT (-122.42363 37.787285),1199779-09-181-1092146-7210-7219-12-03-2018,100.0,4.0,6.0,39.0,100.0,2018,2018-12-03
3902,1275971-04-211,1079508,Xxvi Holdings Inc,300 Clay Street,300 Clay St,San Francisco,CA,94111,01/01/2017,,04/27/2021,,1600 Amphitheatre Pkwy,Mountain View,94043,CA,5100-5199,Information,False,False,D04,Places Of Public Assembly & Open-Air Assembly,3.0,Financial District/South Beach,,POINT (-122.39904 37.795204),1275971-04-211-1079508-5100-5199-04-27-2021,108.0,6.0,3.0,8.0,108.0,2021,2021-04-27
3944,1240544-12-191,1109483,Kam & Chen & Ching Partnership,Kam & Chen & Ching Partnership,523 Grant Ave,San Francisco,CA,94108,12/16/2019,,12/16/2019,,1832 Balboa St,San Francisco,94121,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,Hhh,,3.0,Financial District/South Beach,,POINT (-122.40587 37.791958),1240544-12-191-1109483-5300-5399-12-16-2019,104.0,6.0,3.0,8.0,104.0,2019,2019-12-16
3978,1241739-01-201,1109996,Blandina Farley,Blandina Farley's Fabulous Tours,1432 Stockton St Apt 1,San Francisco,CA,94133,01/03/2020,,01/03/2020,,1432 Stockton St 1 Apt,San Francisco,94133,CA,,,False,False,Q05,Tour Guide: Owner - Walking,3.0,Chinatown,,POINT (-122.40884 37.798855),1241739-01-201-1109996--01-03-2020,106.0,6.0,3.0,6.0,106.0,2020,2020-01-03
3979,1242116-01-201,1110171,Sohail And Tahir Inc,Pak Auto Service,1748 Folsom St,San Fransisco,CA,94103,01/08/2020,,01/08/2020,,1748 Folsom St,San Fransisco,94103,CA,,,False,False,D23,Vehicle Repair Garage - Major,9.0,Mission,,POINT (-122.41565 37.76903),1242116-01-201-1110171--01-08-2020,53.0,3.0,2.0,20.0,53.0,2020,2020-01-08
3990,1242259-01-201,1110237,"Mariscos El Chico, Inc.",El Chico Produce # 2,4600 Mission St,San Francisco,CA,94112,01/01/2020,,01/01/2020,,3448 Anza St,San Francisco,94121,CA,7220-7229 4400-4599,Multiple,False,False,H83,Supermarkets W/1 Food Prep,11.0,Outer Mission,,POINT (-122.43496 37.724525),1242259-01-201-1110237-7220-7229 4400-4599-01-01-2020,94.0,9.0,1.0,28.0,94.0,2020,2020-01-01
